get-pixels,"tap test/*.js"
generate-json-webpack-plugin,"eslint . && jest"
git-branch-is,"eslint --report-unused-disable-directives . && echo ESLint passed. && jsdoc -t templates/silent -c jsdoc-lint.conf.json . && echo JSDoc passed. && mocha --parallel --require mocha-ur2ue --require ./test-lib/root-hooks.js --recursive test"
get-res,"xo && ava"
gaussian,"nodeunit test"
geoip-country,"nodeunit --reporter=minimal test/tests.js"
gif-encoder,"mocha test/gif-encoder_test.js && mocha test/gif-encoder_benchmark.js"
gdal,"mocha test -R tap --timeout 600000 --no-colors -gc --require ./test/_common.js"
geodesy,"mocha --exit -r esm test/*.js"
geoip-lite,"eslint . && nodeunit --reporter=minimal test/tests.js"
generic-functions,"node node_modules/mocha/bin/mocha ./lib/GenericFunctions.test.js"
get-sass-vars,"([[ -z $WATCH_TEST ]] && eslint '{index,lib/**/*,test/**/*}.js' || echo) && nyc mocha --require esm 'test/**/*.js' && nyc check-coverage"
github-label-sync,"./node_modules/.bin/eslint . && NODE_ENV=test ./node_modules/.bin/istanbul cover ./node_modules/mocha/bin/_mocha -- ./test/unit --recursive && ./node_modules/.bin/istanbul check-coverage --statement 90 --branch 90 --function 90"
generate-ctrl-c-event,"yarn lint"
furigana-markdown-it,"mocha"
fs-ext,"node ./run_tests"
fs-readdir-recursive,"mocha --reporter spec"
git-add-remote,"mocha"
giphy-api,"mocha --ui bdd --reporter spec ./test"
gbk.js,"node test/"
geojson,"mocha"
gamedig,""
freeport,"NODE_PATH=./lib ./node_modules/.bin/mocha --ui exports"
frisby,"./node_modules/jest/bin/jest.js"
forge-apis,"./node_modules/mocha/bin/mocha --colors --recursive --timeout 10000 ./test"
gaze,"semistandard && grunt nodeunit -v"
geopattern,""
getpass,"tape test/*.test.js"
fs-readfile-promise,"eslint --fix --config @shinnn/node index.js test.js && node --strong_mode test.js"
fontfaceobserver,"grunt test"
get-value,"nyc --reporter=text --reporter=html mocha"
fs-extra-promise,"if [ $COVERAGE ]; then npm run coveralls; else npm run jshint && npm run test-main; fi"
git-semver-tags,"eslint . --cache --cache-location ./node_modules/.cache/ --ignore-path .gitignore && c8 mocha --timeout 30000 packages/*/test{,/*}.js"
gestalt,"./scripts/test.sh"
github-slugger,"standard --fix && nyc --reporter lcov tape test/index.js | tap-spec"
git-diff,"./node_modules/.bin/istanbul cover -x "**/*.spec.js" ./node_modules/mocha/bin/_mocha"
getenv,"bash -ec 'for F in test/*.js; do echo "$F": ; node $F; done;'"
gitana,""
github-url-from-git,"standard && nyc mocha test.js --reporter spec --require should"
get-node-dimensions,"karma start ./karma.conf.js  --single-run --reporters nyan"
git-branch,"mocha"
github-username-regex,"npm run-script build && node --throw-deprecation test.js"
get-certain,"yarn test:src && yarn build && yarn test:dist"
git-raw-commits,"nyc lerna exec npm test"
gatsby-transformer-remark,"npm-run-all -s lint jest test:peril"
gitignore-parser,"node ./node_modules/mocha/bin/mocha"
getos,"node tests/mocktests.js"
get-folder-size,"tap --no-coverage"
gifencoder,"mocha test/*.js"
glider-js,""echo \"Error: no test specified\" && exit 1""
gfc,"mocha"
gestalt-datepicker,"./scripts/test.sh"
geolite2,"scripts/test"
gitconfiglocal,"node test/test.js"
gifsicle,"xo && ava --timeout=60s"
generate-changelog,"NODE_ENV=test istanbul cover _mocha -- test --recursive --timeout 30000"
gifffer,""
git-parse,"jest"
git-config,"node_modules/.bin/grunt ci"
get-image-colors,"mocha && standard && standard-markdown *.md"
get-func-name,"eslint --ignore-path .gitignore . && istanbul cover _mocha && karma start --singleRun=true && lcov-result-merger 'coverage/**/lcov.info' | coveralls; exit 0"
gh-pages,"eslint lib test bin plugin.js && mocha --recursive test"
git-rev,""
git-config-path,"mocha"
get-ssl-certificate,"./node_modules/.bin/mocha --reporter spec"
git-revision-webpack-plugin,"standard && mocha recursive --reporter spec ./lib"
ghost-storage-base,"LEVEL=fatal _mocha --report lcovonly -- test/*_spec.js"
google-libphonenumber,"bin/build.sh && mocha $npm_package_options_mocha"
ghauth,"node test.js"
git-rev-sync,"node tests/index"
gettext-parser,"mocha"
git-user-name,"mocha"
get-intrinsic,"eslint --ext=.js,.mjs . && tape 'test/*' && aud --production"
graphite,"make test"
giraffe,"eslint src/ && mocha --compilers js:babel-register --recursive src/"
gradient-string,"xo && nyc ava"
gl-fbo,"tap test/*.js"
grpc-error,"ava -v"
glue,"node node_modules/lab/bin/lab -a code -t 100 -L"
github-url-to-object,"mocha && standard"
git-diff-parser,"echo "Error: no test specified" && exit 1"
globalize,"grunt"
global-agent,"NODE_ENV=test nyc ava --verbose --serial"
glidejs,""
globjoin,"mocha"
geopoint,"istanbul cover _mocha --check-leaks"
gif.js,""
git-repo-name,"mocha"
gl,"standard | snazzy && tape test/*.js | faucet"
get-installed-path,"hela test && rimraf dist/node_modules && rimraf dist/test.js"
globalyzer,"tape test/*.js | tap-spec"
graphql-resolve-batch,"jest"
glur,"./node_modules/.bin/eslint ."
git-root-dir,"jest --coverage"
graphql-list-fields,"jest"
google-images,"xo && ava --serial"
graphql-date,"istanbul cover _mocha ./test && istanbul --text check-coverage --statements 100 --functions 100 --branches 100 --lines 100"
global-modules,"mocha"
glob-to-regexp,"node test.js"
gl-vec3,"node test/index.js"
graphite-udp,"cd test && node ."
graham_scan,"graham_scan-qunit.jstd"
google-fonts,""
gl-texture2d,"echo "Error: no test specified" && exit 1"
graphql-deduplicator,"NODE_ENV=test nyc --reporter=text ava --verbose --serial"
git-url-parse,"node test"
got,"xo && nyc ava"
graphql-react,"eslint . --ext mjs,js && prettier '**/*.{json,yml,md}' -l && tap test/*.{mjs,js} && size-limit"
globule,"grunt"
gl-vec4,""
google-spreadsheet,"jest --runInBand"
gl-vec2,"node test/index.js"
graphql-resolvers,"_mocha --require babel-register --require babel-polyfill"
global-modules-path,"istanbul cover node_modules/mocha/bin/_mocha -- --recursive --reporter spec-xunit-file --timeout 1500 test/"
glob-expand,""
grasp,"make test"
graceful-fs,"node test.js | tap -"
graphlib,""
google-map-react,"run-s test:unit test:lint test:build"
glob-watcher,"eslint . && jscs index.js test/ && mocha --async-only"
graygelf,"istanbul cover tape "test/**/*-test.js""
google-translate-api,"xo && nyc ava"
go,"echo "Error: no test specified" && exit 1"
git-username,"mocha"
glob,"tap test/*.js --cov"
graylog2,"node ./test"
global-paths,"mocha"
gm,"make test-unit; make test;"
graphql-bigint,"nyc node ./test.js"
google-ddns,"echo "Error: no test specified" && exit 1"
google-apps-script,""
graphql-iso-date,"babel src --ignore __tests__,*.test.js --out-dir dist/ && find ./src -name '*.js' -not -path '*/__tests__*' -not -name '*.test.js' | while read filepath; do cp $filepath `echo $filepath | sed 's/\/src\//\/dist\//g'`.flow; done && babel-node examples/index.js && jest && flow check && standard"
good-storage,""
gradient-parser,"grunt"
glob-stream,"eslint . && jscs index.js readable.js test/ && mocha --async-only"
globalthis,""
google-polyline,"mocha --ui tdd"
gtmetrix,"dotest"
git-user-email,"mocha"
graphql-api-koa,"eslint . --ext mjs,js && prettier '**/*.{json,yml,md}' -l && node --experimental-modules --no-warnings lib/test | tap-mocha-reporter spec && node lib/test | tap-mocha-reporter spec"
graphql-depth-limit,"ava test.js"
global-prefix,"mocha"
globalize-compiler,"jshint index.js lib/**/*.js test/*.js && mocha"
gravatar-favicons,"run-s test:*"
glob-parent,"istanbul cover _mocha && cat ./coverage/lcov.info | coveralls"
got-resume,"eslint . && jest"
google-maps,"node ./node_modules/mocha-phantomjs/bin/mocha-phantomjs -p ./node_modules/phantomjs/bin/phantomjs ./test/index.html"
globrex,"tape test/*.js | tap-spec"
gravatar,"node_modules/mocha/bin/mocha -R spec"
graphql-type-uuid,"yarn lint && jest"
global-npm,"standard && node test.js"
global-tunnel-ng,"mocha test"
graphql-errors,"eslint ./lib && mocha $npm_package_options_mocha"
graphviz,""
glob-base,"mocha"
graphql-type-json,"eslint src test && jest --runInBand --verbose --coverage"
group-array,"mocha"
graphql-fields,"mocha"
gl-shader,"echo "Error: no test specified" && exit 1"
graphlib-dot,""
graphql-upload,"eslint . --ext mjs,js && prettier '**/*.{json,yml,md}' -l && node --experimental-modules --no-warnings lib/test | tap-mocha-reporter spec && node lib/test | tap-mocha-reporter spec"
grunt,"grunt test"
gulp-help,"mocha"
guid,"mocha -R spec -u tdd tests/*.js"
gulp-angular-templatecache,"mocha"
gulp-connect,"coffee -o . -bc src/ && mocha"
gulp-cheerio,"./node_modules/.bin/gulp test"
gulp-filter,"xo && mocha"
gulp-bump,"mocha --reporter spec"
gray-percentage,"jshint *.json *.js & NODE_ENV=test node_modules/.bin/mocha --recursive --compilers coffee:coffee-script/register -R mocha-unfunk-reporter"
gulp-cache,"eslint --config @shinnn/node-legacy --rule 'no-underscore-dangle: 0' --rule 'no-warning-comments: 0' index.js lib test.js && _mocha test.js"
gtin,"standard && nyc ava"
gulp-coffeelint,"coffeelint gulpfile.coffee index.coffee lib test -f ./coffeelint.json && istanbul test _mocha --report lcovonly -- ./test/*.coffee --require coffee-script/register --reporter spec"
gulp-autoprefixer,"xo && ava"
gulp-if,"mocha && jshint ."
gulp-codecov,"standard && istanbul cover ./node_modules/mocha/bin/_mocha --report lcov -- -R spec"
gulp-inject,""
gsheets,"flow && jest"
gridfs-stream,"make test"
gulp-clean-dest,""
gulp-batch,"istanbul cover _mocha -- test/*.js --reporter spec"
greek-utils,"mocha"
gulp-jasmine,"xo && ava"
gulp-sequence,"gulp test"
gulp-babel,"xo && mocha"
gulp-cached,"mocha"
gulp-copy,""
gulp-jsonminify,""
gulp-espower,"jshint index.js && mocha"
gulp-insert,"mocha test/*.js"
gulp-html-prettify,"mocha"
gulp-less,"jshint index.js && node_modules/.bin/mocha"
gulp-change,"grunt test"
gulp-imagemin,"xo && ava"
gulp-gh-pages,"eslint . && nyc mocha test.js --timeout 50000 --full-trace"
gulp-csso,"tape test.js | tap-spec"
gulp-changed,"xo && ava"
gulp-header,"mocha --reporter spec"
grid-template-parser,"jest"
gregorian-calendar,""
gulp-html-replace,"mocha"
gulp-flatten,"node_modules/.bin/mocha -R spec"
gulp-file-include,"mocha -R spec -t 200 test/*.js"
gulp-jade,"eslint . && nyc mocha --async-only"
gulp-help-doc,"./node_modules/.bin/mocha"
gulp-gzip,"gulp"
gulp-istanbul,"jshint index.js ./test/. && mocha -R spec"
gulp-coffeeify,""
gulp-json-editor,"mocha"
gulp,"eslint . && jscs index.js bin/ test/ && mocha --async-only"
grecaptcha,"node test.js"
gulp-concat,"mocha"
gulp-jasmine-browser,"gulp"
gulp-dart-sass,"./node_modules/.bin/mocha test"
gulp-clean-css,"./node_modules/.bin/mocha ./index.spec.js"
gulp-jspm,"./node_modules/mocha/bin/mocha"
gulp-image-resize,"gulp test"
gulp-debug,"mocha"
gulp-jsonmin,"node_modules/.bin/tap test/**/*.spec.js"
gulp-htmlmin,"eslint --config @shinnn/node-legacy index.js test && _mocha"
gulp-json-validator,"gulp"
gulp-install,"NODE_ENV=test mocha -R spec"
gulp-terser,"mocha "./test/build/**/*.js""
gulp-pug-linter,"eslint . && jest"
gulp-size,"xo && mocha"
gulp-stylint,"jshint index.js test.js && mocha"
gulp-msbuild,"istanbul test ./node_modules/mocha/bin/_mocha --report html -- test/*.js --reporter spec"
gulp-nodemon,"gulp test"
gun,"mocha"
gulp-load-plugins,"eslint . --ignore-path .gitignore && NODE_PATH=test/global_modules mocha"
gulp-svgmin,"mocha"
gulp-rev,"mocha"
gulp-strip-comments,"jasmine-node test"
h2o2,"lab -a code -t 100 -L"
gulp-minify,"mocha"
gulp-postcss,"eslint *.js && nyc mocha test.js"
gulp-uglify,"nyc --reporter=lcov --reporter=text mocha --require intelli-espower-loader"
gulp-diff,"gulp beautify && gulp eslint && gulp test"
gulp-util,"mocha --reporter spec && jshint"
grumbler-scripts,"eslint src/ test/ *.js && rm -rf ./flow-typed && flow-typed install && flow && cross-env NODE_ENV=test babel-node --plugins=transform-es2015-modules-commonjs ./node_modules/.bin/karma start"
gulp-sort,"mocha tests/*.js"
gulp-intercept,"./node_modules/.bin/mocha"
gulp-ng-annotate,"mocha"
gulp-plumber,"xo && mocha -R spec"
gulp-protractor,"mocha"
gulp-modernizr,"node test/runner.js"
gulp-image,"ava"
gulp-nunit-runner,"gulp"
gulp-strip-debug,"mocha"
gulp-sass-variables,"./node_modules/.bin/mocha test"
gulp-newer,"eslint index.js spec.js && mocha spec.js"
gulp-stylus,"mocha --reporter spec"
gulp-watch,"mocha -R spec"
gyronorm,"echo "Error: no test specified" && exit 1"
gulp-rename,"prettier --single-quote --write index.js test/**/*.js && mocha"
gulp-tap,"coffee --compile --map tests && tap -J tests/*.js && rm tests/*.js tests/*.js.map"
gunzip-maybe,"standard && tape test.js"
gulp-mocha,"xo && ava"
gulp-task-listing,"istanbul test _mocha --report html -- test/*.js --reporter spec"
gulp-responsive-images,""
gulp-ruby-sass,"mocha"
gulp-mustache,"mocha"
gulp-template,"xo && mocha"
gulp-remember,"mocha --reporter spec"
gulp-sass,"./node_modules/.bin/mocha test"
gzip-js,"cd test; ./runner.py; cd -"
gulp-zip,"xo && ava"
gulp-sourcemaps,"eslint . && mocha --async-only"
gulp-svg-sprite,"gulp && istanbul test _mocha --report html -- test/*.js --reporter spec"
gulp-rev-replace,"mocha"
gulp-useref,"mocha"
gulp-tsd,"./node_modules/.bin/gulp --gulpfile ./test/gulpfile.js"
hard-source-webpack-plugin,"NODE_ENV=test mocha tests/*.js"
halfred,"grunt"
heapdump,"tap test/test-*"
hapi-auth-bearer-token,"lab -a code -t 100 -L"
hapi-pino,"standard && lab --timeout 100000 test.js"
halogenium,""
hashtag-regex,"babel src -d .; node script/inject-sequences.js && mocha"
hapi-auth-basic,"lab -a code -t 100 -L"
happypack,"NODE_PATH='./packages:./upstream/webpack1/node_modules' mocha --opts .mocha"
hawk,"lab -a @hapi/code -t 100 -L"
handbrake-js,"test-runner test/*.js"
has,"node_modules/mocha/bin/mocha"
handlebars-webpack-plugin,"ava"
headroom.js,"rollup --config && cypress run"
hafas-client,"node test/index.js | tap-spec && VCR_MODE=playback node test/e2e/index.js | tap-spec"
hash-stream,"mocha --reporter spec"
hex2dec,"mocha tests/*.test.js"
hark,""
hash-sum,"jshint . && tape test.js"
hashring,"mocha tests/api.test.js tests/distribution.test.js"
has-package-exports,"eslint . && node test && aud --production || true"
handlebars-helpers,"grunt test"
hashset,"mocha ./test/hashset.test.js"
hapi-decorators,"babel-node test/*.js | tspec && snazzy index.js"
hash-file,"xo && ava"
hellosign-embedded,"jest src"
hdkey,"standard && mocha"
hexo-util,"mocha test/index.js"
hasher,"open dev/tests/unit/dev.html"
has-ansi,"xo && ava"
highcharts-ng,"grunt test"
hexo-fs,"mocha test/index.js"
heft-jest,""
he,"node tests/tests.js"
heap,"make test"
hexo-bunyan,"make test"
hellosign-sdk,"mocha test/unit"
hijackresponse,"mocha"
hpp,"node_modules/.bin/gulp ci"
hh-mm-ss,"standard & node test"
halogen,""
hex-rgba,"mocha test.js"
hbs,"mocha"
hasbin,"make ci"
highlight-words-core,"mocha --compilers js:babel-register "src/**/*.test.js""
html-replace-webpack-plugin,"node test.js"
hidefile,"nyc --silent mocha test/ --bail --check-leaks && nyc report --reporter=text-summary --reporter=html"
hast,"remark . --frail --quiet && node script/build-bundle.js && eslint . && jscs --reporter inline . && nyc --reporter lcov tape test/index.js"
hiredis,"node test/reader.js && node test/writer.js"
hat,"expresso"
hashtable,"runtests test/hashtable.js test/keys.js"
harmony-proxy,"make test-coveralls"
hapi,"lab -a code -t 100 -L -m 3000"
hoxy,"mocha --compilers js:babel/register --timeout 3000"
hex-color-regex,"standard && node test.js"
headroom,""
heroku-logger,"babel ./src --out-dir ./lib && mocha"
hjson,"node ./test/test.js"
html-docx-js,"gulp test-node"
hopscotch,"grunt test"
hashmap,"mocha test/ --reporter dot"
historykana,"babel src --out-dir lib && mocha"
hexo-log,"mocha test/index.js"
has-package-self-reference,"eslint . && tape 'test/**'"
haversine,"mocha test/test.js --ui tdd"
has-symbols,""
hls-parser,"xo && rm -fR ./dist; webpack --mode development ; webpack --mode production && npm audit --audit-level high && ava --verbose"
history.js,""
hepburn,"node tests/all && node tests/macrons && echo "tests passed successfully""
hammerjs,"grunt test"
honeybadger,"mocha"
history,"karma start --single-run"
hellojs,"grunt test && bash browserstack.sh"
host-validation,"node test.js"
html5-to-pdf,"mocha"
harmon,"node test/host.js"
hapi-server-session,"nyc mocha"
hoist-non-react-statics,"rollup -c && mocha tests/unit/ --recursive --compilers js:babel-register --reporter spec"
html_codesniffer,"grunt eslint"
highland,"eslint Gruntfile.js lib test/test.js && nodeunit test/test.js"
hapi-auth-cookie,"lab -a code -t 100 -L"
html-webpack-template,"echo "Everything is fine.  No tests here." && exit 0"
hexo,"mocha test/index.js"
html-webpack-plugin,"semistandard && jasmine"
html-truncate,"npm i && istanbul cover _mocha -- -R spec"
html-parser,"node_modules/.bin/mocha -R dot ./tests"
htmlescape,"tape test/*.js"
hyper-aws4,"./node_modules/.bin/istanbul cover _mocha"
html-to-rtf,"gulp tests"
i18next-node-fs-backend,"mocha"
httpsnippet,"standard && echint && mocha --no-timeouts && exit 0 && istanbul cover --dir coverage _mocha -- --fgrep 'Request Validation' --invert -R dot"
humanize-duration,"prettier --check "**/*.{js,json,md}" && eslint "**/*.js" && mocha"
http-context,""
human-interval,"xo && ava"
hostile,"standard && tape test/*.js"
html-to-draftjs,"react-scripts test --env=jsdom"
howler,""
html-encoding-sniffer,"mocha"
html2canvas,"eslint src/**/*.ts && jest && ts-node tests/karma"
hookrouter,"jest unittest/"
hosted-git-info,"standard && tap -J --100 --no-esm test/*.js"
htmlparser2,"mocha && eslint lib test"
http-link-header,"mocha --ui tdd"
htmlhint,""
humane-js,""
hooker,"grunt test"
holderjs,"node test/index"
human-date,"npm install && node_modules/.bin/mocha"
hogan.js,""
hydra-box,"standard && nyc --reporter=lcov mocha"
happo-cypress,""
hummus-recipe,"mocha ./tests/*.js --timeout 300000"
html-minifier-terser,"grunt test"
html-validator,"standard && tap --reporter=spec test/**/*.js"
html-minifier,"grunt test"
http-terminator,"NODE_ENV=test ava --verbose --serial"
http-string-parser,"scripts/test"
http-cache-semantics,"mocha"
html-pdf,"standard && node test/index.js"
html-to-pdfmake,"eslint index.js && node test/unit.js"
htmltojsx,""
i18next-sprintf-postprocessor,""
http-server,"common bin/http-server lib/ test && vows --spec --isolate"
http-codes,"node test/index"
hubot,"standard && nyc --reporter=html --reporter=text mocha"
httperr,"make test"
hull.js,"./node_modules/jshint/bin/jshint src/intersect.js && ./node_modules/jshint/bin/jshint src/grid.js && ./node_modules/jshint/bin/jshint src/hull.js && ./node_modules/.bin/mocha -R spec && ./node_modules/browserify/bin/cmd.js ./src/hull.js --standalone hull > ./dist/hull.js"
html5-history,"node ./test/index.js"
html-tableify,"NODE_ENV=test ./node_modules/.bin/_mocha --require should --reporter spec"
html,"echo "Error: no test specified" && exit 1"
http-rx,"jest --coverage --config=jest.config.json"
hoek,"lab -a code -t 100 -L"
hsl-to-hex,"standard && tap --cov test"
html-escaper,"istanbul cover ./test/index.js"
http-assert,"mocha --reporter spec --bail --check-leaks test/"
idle-js,""
http-errors,"mocha --reporter spec --bail"
html-to-text,"mocha && eslint ."
hyperscript,"set -e; for t in test/*.js; do node $t; done"
humps,"mocha"
human-number,"standard-markdown README.md && standard && nyc ava"
i18next-ko,"echo "Error: no test specified" && exit 1"
http-build-query,"mocha"
http-auth,"eslint --ignore-path .gitignore . && mocha"
humanize-plus,"node __tests__/runner.js"
i18n-js,"./node_modules/.bin/jasmine-node spec/js"
http-proxy,"nyc --reporter=text --reporter=lcov npm run mocha"
i18n-abide,"NODE_PATH=lib node_modules/.bin/vows tests/*-tests.js"
iamport-react-native,"echo "Error: no test specified" && exit 1"
identicon.js,""
http-aws-es,"nyc --all mocha && eslint connector.js src"
ibm_db,"cd test && node run-tests.js"
humanize-ms,"make test"
human-to-cron,"node_modules/.bin/mocha"
hyphen,"jest"
i18next-fs-backend,"eslint . && rm -rf cjs && mkdir cjs && babel lib -d cjs --presets=@babel/preset-env --plugins=add-module-exports && echo '{"type":"commonjs"}' > cjs/package.json && cp lib/fs.cjs cjs/fs.cjs && mocha test -R spec --exit --experimental-modules"
i18n,"eslint '**/*.js' && mocha --exit"
idyll-compiler,""
igdb-api-node,"babel js -d lib && mocha"
imagemin-mozjpeg,"xo && ava"
imagemagick-native,"tap test/test.js test/test.async.js test/test.streams.js test/test.trim.js"
imagemagick,""
imagemin-upng,"ava"
imagemin-gifsicle,"xo && ava"
ibm-openapi-validator,"nyc mocha --recursive test/"
hyphenate-style-name,"eslint . && tape test/**/*.test.js"
ical,"./node_modules/vows/bin/vows ./test/test.js"
ignore-styles,"standard ignore-styles.js && mocha --require babel-register"
human-object-diff,"xo && cross-env NODE_ENV=test ava"
iferr,"mocha"
imagemin-webp,"xo && ava"
imagemin,"xo && ava"
idyll-ast,""
idyll,""
imagemapster,"grunt test"
imagemin-svgo,"xo && ava"
iban,"mocha"
i2c-bus,"nyc mocha"
icss-utils,"eslint . --ignore-path .gitignore && jest"
ifvisible,""
imsi-grok,"echo "Error: no test specified" && exit 1"
humanparser,"mocha"
imagemin-zopfli,"xo && ava"
image-thumbnail,"jest"
imul,"node test.js"
imagesloaded,"echo "Error: no test specified" && exit 1"
imagemin-jpegtran,"xo && ava"
imagemin-optipng,"xo && ava"
immediate,"jshint lib/*.js && node test/tests.js | tspec"
iframe-resizer,"grunt travis"
image-to-base64,"mocha ./test"
imurmurhash,""
iconv,"tap test/test-*.js"
ignite-ui,"karma start"
impress,"./tests/unittests.sh && ./tests/integration.sh"
ink-spinner,"babel src --out-dir=build && xo && ava"
ignore-walk,"tap test/*.js --100"
icepick,"standard icepick.js icepick.test.js && tap icepick.test.js -R spec --100"
iltorb,"mocha"
imap-simple,"mocha"
init-package-json,"tap test/*.js"
ink-text-input,"babel src --out-dir=dist && xo && ava"
in-app-purchase,"./precommit.sh"
ink-select-input,"babel src --out-dir=build && xo && ava"
inert,"lab -f -a code -t 100 -L"
imap,"node test/test.js"
inflected,""
ink-big-text,"babel index.js --out-file=dist.js && xo && ava"
iniparser,""
imperium,"eslint lib/** && nyc ava --verbose --serial --fail-fast test/ && nyc report --reporter=html"
ip6addr,"./node_modules/.bin/istanbul cover --print none test/runall.js"
ink-divider,"babel src --out-dir=dist && xo && ava"
inflation,"mocha --reporter spec --bail test/"
ink-table,"babel src --out-dir=dist && xo && ava"
inquirer-autocomplete-prompt,"npm run-script lint && flow && nyc --reporter=lcov mocha test/spec --scripts-prepend-node-path && nyc check-coverage --statements 85 --branches 85 --functions 85 --lines 85 && rm -rf coverage"
intl-tel-input,"grunt travis"
infobox-parser,"mocha --no-colors --compilers js:babel-core/register"
intro.js,"jshint ./src --verbose"
inherits,"tap"
ink-gradient,"babel index.js --out-file=dist.js && xo && ava"
input-moment,"rm -rf lib && babel src --out-dir lib && webpack -p && lessc --clean-css src/less/input-moment.less dist/input-moment.css && jest"
ink-testing-library,"xo && ava"
ini,"tap test/*.js"
indefinite,"gulp"
insight,"xo && mocha --timeout 20000 --reporter spec test/test.js"
insert-css,"browserify test.js | tape-run"
inflection,"mocha -R spec"
is-generator-function,"jscs *.js */*.js && node --harmony test/index.js"
ink-box,"babel index.js --out-file=dist.js && xo && ava"
insert-module-globals,"tape test/*.js"
iron,"lab -a code -t 100 -L"
is-generator,"node --harmony-generators node_modules/.bin/istanbul cover _mocha --require . -- -R spec"
is-glob,"mocha"
invariant,"NODE_ENV=production tap test/*.js && NODE_ENV=development tap test/*.js"
intersects,"budo docs/code.js:index.js --dir docs"
irc,"./node_modules/faucet/bin/cmd.js test/test-*.js"
inquirer,"eslint . && jest --coverage && lerna exec npm test --scope inquirer"
intersperse,"mocha --bail"
inquirer-npm-name,"gulp"
iri,"vows"
is-charging,"xo && ava"
intrinsic-scale,"xo; npm run build"
internal-slot,"eslint . && node test && npx aud"
inputmask,"grunt validate"
inspectlet-es,""
intercom-client,"gulp"
insert-text-at-cursor,"echo 'Automated tests not available. Open test.html in your browser.'"
iobroker,"node node_modules/mocha/bin/mocha --exit"
is-number-like,"NODE_ENV=test node test | tap-difflet && vtest test | tap-difflet && standard"
inline-critical,"xo && jest --coverage"
ion-rangeslider,""
intl,"eslint . && cd tests && node noderunner.js && node saucelabs.js"
inversify-devtools,"gulp"
ioredis,"TS_NODE_TRANSPILE_ONLY=true TS_NODE_LOG_ERROR=true NODE_ENV=test mocha "test/helpers/*.ts" "test/**/*.ts""
is-absolute,"mocha"
istanbul-lib-source-maps,"eslint . && cross-env LERNA_TEST_RUN=1 NODE_ENV=test lerna --ignore nyc exec npm test && node ./monorepo-merge-reports.js && nyc report"
isomorphic-fetch,"echo "Error: no test specified" && exit 1"
iso-3166-2,"node ./test/index.js"
is-buffer,"standard && tape test/*.js && zuul -- test/*.js"
ip-subnet-calculator,"mocha"
is-finite,"node test.js"
ip,"jscs lib/*.js test/*.js && jshint lib/*.js && mocha --reporter spec test/*-test.js"
interpret,""
istanbul,"jshint index.js lib/ test/ && ./download-escodegen-browser.sh && node --harmony test/run.js && node ./lib/cli.js check-coverage --statements 95 --branches 80"
inline-css,"mocha test packages/**/test"
ipp,""
is-arguments,"node test.js && covert test.js --quiet"
is-ci,"standard && node test.js"
is,""
isexe,"tap test/*.js --100"
iscroll,""
inline-style-prefixer,"cross-env BABEL_ENV=commonjs jest"
is-typedarray,"node test"
integrate-adaptive-simpson,"semistandard && mocha"
is-natural-number,"eslint --config @shinnn --ignore-path .gitignore . && node --strong_mode --throw-deprecation --track-heap-objects test.js | tap-dot"
is-git-url,"mocha"
is-valid-path,"mocha"
is-dotfile,"mocha"
is-progressive,"xo && ava"
is-even,"mocha"
iso8601-localizer,""
isaac,""
istanbul-lib-coverage,"cross-env LERNA_TEST_RUN=1 NODE_ENV=test nyc lerna --ignore nyc exec npm test"
intersect,"tape test/*.js"
is-url,"make test"
is-trademarked,"xo && ava"
isarray,"tape test.js"
is-ssh,"node test"
istanbul-middleware,"jshint --config ./node_modules/yui-lint/jshint.json lib/*js && ./test/run.sh"
is-touch-device,"eslint . && mocha test"
is-date-object,"jscs test.js *.js && eslint test.js *.js && node --harmony --es-staging test.js && nsp package"
is-function,"tape test.js"
ipcheck,"mocha test/test.js"
iota.lib.js,"mocha"
is-relative,"mocha"
intercept-stdout,"mocha"
jackrabbit,"mocha -R spec"
is-valid-domain,"tape test/*.js"
is-core-module,"eslint . && nyc npm run tests-only && aud --production"
is-running,"node node_modules/mocha/bin/mocha --reporter spec"
is-gif,"xo && ava"
is-valid-zipcode,"node test.js"
isotope-layout,"echo "Error: no test specified" && exit 1"
integer,"mocha --exit --bail --timeout 1000 --slow 500"
jaeger-client,"make test"
is-base64,"tape test/*.js"
isbn-utils,"node_modules/.bin/mocha --reporter spec --timeout 15000"
javascript-state-machine,"node test/runner"
istanbul-reports,"eslint . && cross-env LERNA_TEST_RUN=1 NODE_ENV=test lerna --ignore nyc exec npm test && node ./monorepo-merge-reports.js && nyc report"
istanbul-lib-hook,"cross-env LERNA_TEST_RUN=1 NODE_ENV=test nyc lerna --ignore nyc exec npm test"
is-empty-object,"node test/"
is-dom,"standard && nyc node test.js"
iv-viewer,""
is-negated-glob,"mocha"
istextorbinary,"node --harmony ./test.js --joe-reporter=console"
jasmine-promise-matchers,"grunt test"
jest-json-schema,"eslint ./ --ignore-path .gitignore --ext .js && jest"
istanbul-lib-instrument,"cross-env LERNA_TEST_RUN=1 nyc lerna exec npm test"
is-windows,"mocha"
is-empty,"mocha"
is-object,"jscs *.js */*.js && node test/index.js && covert test/index.js --quiet"
is-relative-path,"jscs test index.js && mocha"
issue-parser,"xo && nyc ava -v"
is-dotdir,"mocha"
